listing_id,url,stage,error_type,error_message,timestamp,retry_count
321052993,https://www.bayut.eg/تفاصيل-503461637/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:38.487943+00:00,0
321885134,https://www.bayut.eg/تفاصيل-503988386/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:38.487943+00:00,0
321847350,https://www.bayut.eg/تفاصيل-503972148/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:38.481919+00:00,0
321861117,https://www.bayut.eg/تفاصيل-503975064/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:38.424738+00:00,0
321299413,https://www.bayut.eg/تفاصيل-503638546/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:38.376360+00:00,0
321471019,https://www.bayut.eg/تفاصيل-503811853/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:38.249950+00:00,0
321839493,https://www.bayut.eg/تفاصيل-503966953/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:38.249950+00:00,0
321843722,https://www.bayut.eg/تفاصيل-503970703/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:38.185961+00:00,0
321840828,https://www.bayut.eg/تفاصيل-503968529/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:38.185961+00:00,0
321844434,https://www.bayut.eg/تفاصيل-503971051/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:38.158675+00:00,0
321845651,https://www.bayut.eg/تفاصيل-503971612/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:38.048204+00:00,0
321844173,https://www.bayut.eg/تفاصيل-503971135/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.973180+00:00,0
321845552,https://www.bayut.eg/تفاصيل-503971530/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.973180+00:00,0
321842975,https://www.bayut.eg/تفاصيل-503969972/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.973180+00:00,0
321845689,https://www.bayut.eg/تفاصيل-503971629/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.919010+00:00,0
319550232,https://www.bayut.eg/تفاصيل-502999064/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.855744+00:00,0
321559556,https://www.bayut.eg/تفاصيل-503868128/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.744751+00:00,0
321842404,https://www.bayut.eg/تفاصيل-503966183/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.717061+00:00,0
321840643,https://www.bayut.eg/تفاصيل-503966242/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.713354+00:00,0
321842507,https://www.bayut.eg/تفاصيل-503969413/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.685016+00:00,0
321842974,https://www.bayut.eg/تفاصيل-503969974/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.631248+00:00,0
321843069,https://www.bayut.eg/تفاصيل-503970073/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.501900+00:00,0
321843849,https://www.bayut.eg/تفاصيل-503970812/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.495107+00:00,0
321844325,https://www.bayut.eg/تفاصيل-503971264/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.472139+00:00,0
321845506,https://www.bayut.eg/تفاصيل-503971498/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.430516+00:00,0
321845906,https://www.bayut.eg/تفاصيل-503971789/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.409284+00:00,0
321845909,https://www.bayut.eg/تفاصيل-503971795/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.218613+00:00,0
320505199,https://www.bayut.eg/تفاصيل-503109282/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.218613+00:00,0
321459086,https://www.bayut.eg/تفاصيل-503799144/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.204731+00:00,0
321453136,https://www.bayut.eg/تفاصيل-503793129/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.186273+00:00,0
321840297,https://www.bayut.eg/تفاصيل-503967878/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:37.171037+00:00,0
321842505,https://www.bayut.eg/تفاصيل-503968158/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.946144+00:00,0
321845674,https://www.bayut.eg/تفاصيل-503968087/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.946144+00:00,0
321841117,https://www.bayut.eg/تفاصيل-503968876/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.931017+00:00,0
321842720,https://www.bayut.eg/تفاصيل-503969672/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.886469+00:00,0
321843199,https://www.bayut.eg/تفاصيل-503969769/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.866980+00:00,0
321843578,https://www.bayut.eg/تفاصيل-503970569/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.701787+00:00,0
321847498,https://www.bayut.eg/تفاصيل-503970646/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.692108+00:00,0
321843817,https://www.bayut.eg/تفاصيل-503970777/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.676464+00:00,0
321844032,https://www.bayut.eg/تفاصيل-503971008/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.660777+00:00,0
321845954,https://www.bayut.eg/تفاصيل-503971831/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.616594+00:00,0
321846018,https://www.bayut.eg/تفاصيل-503971873/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.447880+00:00,0
321845956,https://www.bayut.eg/تفاصيل-503971825/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.447880+00:00,0
321862952,https://www.bayut.eg/تفاصيل-503976080/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.428462+00:00,0
321848618,https://www.bayut.eg/تفاصيل-503972503/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.404920+00:00,0
321843923,https://www.bayut.eg/تفاصيل-503970894/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.404920+00:00,0
321875432,https://www.bayut.eg/تفاصيل-208792057/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.188430+00:00,0
321847505,https://www.bayut.eg/تفاصيل-503967028/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.188430+00:00,0
321194817,https://www.bayut.eg/تفاصيل-503535536/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.188430+00:00,0
321861114,https://www.bayut.eg/تفاصيل-503975052/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.152761+00:00,0
321869820,https://www.bayut.eg/تفاصيل-503978509/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:36.136838+00:00,0
321873983,https://www.bayut.eg/تفاصيل-503982432/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.949540+00:00,0
321418005,https://www.bayut.eg/تفاصيل-503758845/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.945397+00:00,0
321848581,https://www.bayut.eg/تفاصيل-503972455/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.945397+00:00,0
321852934,https://www.bayut.eg/تفاصيل-503973095/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.892442+00:00,0
321874102,https://www.bayut.eg/تفاصيل-503982524/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.867048+00:00,0
321883676,https://www.bayut.eg/تفاصيل-503986857/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.674230+00:00,0
272651126,https://www.bayut.eg/تفاصيل-501015618/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.674230+00:00,0
321875746,https://www.bayut.eg/تفاصيل-503983135/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.674230+00:00,0
309200106,https://www.bayut.eg/تفاصيل-501119691/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.639879+00:00,0
321492598,https://www.bayut.eg/تفاصيل-205219093/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.639879+00:00,0
313504651,https://www.bayut.eg/تفاصيل-502616237/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.471139+00:00,0
321850550,https://www.bayut.eg/تفاصيل-503972582/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.408140+00:00,0
321850601,https://www.bayut.eg/تفاصيل-503972635/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.408140+00:00,0
321850543,https://www.bayut.eg/تفاصيل-503972575/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.408140+00:00,0
321850623,https://www.bayut.eg/تفاصيل-503972659/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.346882+00:00,0
321850729,https://www.bayut.eg/تفاصيل-503972790/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.283046+00:00,0
321855266,https://www.bayut.eg/تفاصيل-503973578/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.186050+00:00,0
321171296,https://www.bayut.eg/تفاصيل-503509959/العقار.html,detail_fetch,network_error,'ascii' codec can't encode characters in position 5-10: ordinal not in range(128),2026-08-24T16:01:35.154147+00:00,0
